chr15-45	chr15	44092736	44092886	+	1241.4	0.933	2459.000000	1198.79	0.00e+00	0.681594	0.398710
chr15-46	chr15	68346577	68346727	+	1234.8	0.918	2415.000000	158585.00	0.00e+00	0.795031	0.464646
chr15-47	chr15	63340616	63340766	+	1157.6	0.729	2348.000000	132.98	0.00e+00	0.440541	0.613527
chr15-48	chr15	79603392	79603542	+	1124.8	0.715	2227.000000	392.57	0.00e+00	0.548681	0.512097
chr15-49	chr15	74753427	74753577	-	1111.0	0.582	2174.000000	5096.20	0.00e+00	0.287161	0.619755
chr15-50	chr15	41576130	41576280	+	1075.7	0.968	2105.000000	1892.64	0.00e+00	0.755344	0.803883
chr15-51	chr15	81282082	81282232	-	1025.1	0.780	2006.000000	2992.31	0.00e+00	0.726185	0.520947
chr15-52	chr15	83680293	83680443	-	1021.6	0.914	2000.000000	4685.79	0.00e+00	0.373187	0.605746
chr15-53	chr15	77363314	77363464	-	1014.4	0.976	1992.000000	1431.68	0.00e+00	0.179727	0.404032
chr15-55	chr15	89010545	89010695	-	991.4	0.945	1941.000000	2546.55	0.00e+00	0.907169	0.461111
chr15-56	chr15	41099597	41099747	-	986.8	0.760	1932.000000	21122.78	0.00e+00	0.616460	0.117409
chr15-54	chr15	63334874	63335024	+	980.6	0.996	1973.000000	123.36	0.00e+00	0.505852	0.523684
chr15-58	chr15	65809953	65810103	-	974.0	0.610	1908.000000	1202.84	0.00e+00	0.465472	0.670611
chr15-57	chr15	55652703	55652853	-	963.8	0.949	1914.000000	101.54	0.00e+00	0.811802	0.598870
chr15-59	chr15	55700403	55700553	-	963.3	0.974	1886.000000	1422.02	0.00e+00	0.411192	0.569215
chr15-61	chr15	52263910	52264060	-	935.7	0.324	1830.000000	15021.25	0.00e+00	0.237158	0.648997
chr15-63	chr15	63673971	63674121	-	917.3	0.984	1796.000000	392.69	0.00e+00	0.815996	0.285714
chr15-64	chr15	49170251	49170401	+	913.2	0.607	1788.000000	332.24	0.00e+00	0.356463	0.378261
chr15-62	chr15	64386025	64386175	-	896.3	0.390	1806.000000	436.04	0.00e+00	0.375881	0.622334
chr15-60	chr15	64669008	64669158	-	887.6	0.903	1881.000000	10.67	0.00e+00	0.888631	0.473958
chr15-65	chr15	89631611	89631761	+	868.7	0.574	1700.000000	13945.96	0.00e+00	0.424099	0.650256
chr15-66	chr15	63882888	63883038	+	866.6	0.733	1697.000000	162.02	0.00e+00	0.694166	0.242775
chr15-67	chr15	101835356	101835506	-	840.0	0.585	1660.000000	2345.44	0.00e+00	0.164742	0.526201
chr15-68	chr15	67546923	67547073	-	839.0	0.703	1654.000000	1539.41	0.00e+00	0.711585	0.566596
chr15-69	chr15	52121774	52121924	+	825.7	0.464	1630.000000	1860.56	0.00e+00	0.475000	0.453571
chr15-71	chr15	99789712	99789862	-	778.2	0.561	1529.000000	846.99	0.00e+00	0.502959	0.626984
chr15-70	chr15	52311359	52311509	+	772.6	0.781	1550.000000	151.25	0.00e+00	0.686300	0.521097
chr15-72	chr15	52861153	52861303	-	767.4	0.812	1520.000000	112.39	0.00e+00	0.372535	0.654321
chr15-75	chr15	72978480	72978630	+	751.1	0.929	1470.000000	1176.39	0.00e+00	0.405718	0.550974
chr15-74	chr15	99798478	99798628	+	741.4	0.988	1515.000000	129.72	0.00e+00	0.991724	0.250000
chr15-76	chr15	42787779	42787929	+	730.1	0.697	1428.000000	31257.33	0.00e+00	0.361345	0.463816
chr15-73	chr15	59225701	59225851	-	729.6	0.829	1517.000000	161.84	0.00e+00	0.368085	0.571268
chr15-77	chr15	66797588	66797738	+	727.1	0.812	1423.000000	442.55	0.00e+00	0.578059	0.520000
chr15-78	chr15	59949640	59949790	-	711.2	0.707	1391.000000	288.15	0.00e+00	0.338605	0.535870
chr15-80	chr15	40675113	40675263	+	703.0	0.953	1376.000000	3611.67	0.00e+00	0.294545	0.488660
chr15-81	chr15	85259296	85259446	-	697.9	0.666	1371.000000	974.29	0.00e+00	0.496698	0.344023
chr15-82	chr15	66797119	66797269	-	697.4	0.834	1364.000000	111.13	0.00e+00	0.649560	0.497908
chr15-79	chr15	34522070	34522220	+	683.1	0.853	1378.000000	8.71	0.00e+00	0.288174	0.443743
chr15-83	chr15	65903395	65903545	-	660.6	0.668	1345.000000	633.14	0.00e+00	0.438596	0.525568
chr15-84	chr15	42500429	42500579	-	652.4	0.777	1277.000000	207.92	0.00e+00	0.669279	0.627962
chr15-85	chr15	44116814	44116964	-	644.2	0.734	1270.000000	940.23	0.00e+00	0.325932	0.392941
chr15-86	chr15	38746261	38746411	+	633.5	0.320	1239.000000	6780.08	0.00e+00	0.269572	0.382320
chr15-87	chr15	65822749	65822899	+	632.5	0.561	1237.000000	3384.57	0.00e+00	0.401148	0.590411
chr15-89	chr15	44829492	44829642	+	599.7	0.503	1173.000000	111.80	0.00e+00	0.595055	0.560000
chr15-88	chr15	63796758	63796908	+	594.6	0.696	1175.000000	284.96	0.00e+00	0.395490	0.604017
chr15-92	chr15	45927170	45927320	+	566.5	0.813	1109.000000	2021.07	0.00e+00	0.367329	0.370899
chr15-91	chr15	45879501	45879651	+	564.5	0.627	1122.000000	763.12	0.00e+00	0.477355	0.123050
chr15-90	chr15	73852876	73853026	-	561.4	0.820	1129.000000	117.05	0.00e+00	0.992714	0.250000
chr15-93	chr15	32907651	32907801	+	556.8	0.974	1089.000000	355.78	0.00e+00	0.368228	0.763081
chr15-94	chr15	78441643	78441793	+	539.9	0.902	1056.000000	6304.00	0.00e+00	0.801136	0.466667
chr15-95	chr15	49103192	49103342	-	537.9	0.736	1052.000000	13816.27	0.00e+00	0.434411	0.635294
chr15-97	chr15	65477617	65477767	-	531.2	0.587	1040.000000	509.16	0.00e+00	0.484119	0.485075
chr15-96	chr15	66648949	66649099	-	530.2	0.809	1041.000000	1216.01	0.00e+00	0.400193	0.596463
chr15-98	chr15	76196201	76196351	+	528.7	0.729	1034.000000	870.50	0.00e+00	0.496538	0.491159
chr15-100	chr15	80364834	80364984	+	520.5	0.709	1018.000000	2305.13	0.00e+00	0.539293	0.234542
chr15-102	chr15	70961498	70961648	-	516.9	0.626	1015.000000	39.47	0.00e+00	0.617716	0.429878
chr15-101	chr15	65244634	65244784	-	514.4	0.988	1017.000000	6.25	0.00e+00	0.360502	0.552288
chr15-103	chr15	62352515	62352665	-	510.8	0.882	1007.000000	2852.22	0.00e+00	0.273105	0.207143
chr15-104	chr15	41523390	41523540	+	500.0	0.794	986.000000	676.02	0.00e+00	0.466258	0.509579
chr15-105	chr15	42565552	42565702	-	495.9	0.690	972.000000	2274.88	0.00e+00	0.400000	0.455326
chr15-107	chr15	77224020	77224170	+	481.6	0.832	942.000000	1472.81	0.00e+00	0.493631	0.293501
chr15-106	chr15	34635251	34635401	-	479.6	0.925	945.000000	676.87	0.00e+00	0.315957	0.597201
chr15-108	chr15	52821003	52821153	-	479.1	0.747	937.000000	12305.93	0.00e+00	0.459402	0.505929
chr15-109	chr15	89456536	89456686	-	476.5	0.997	933.000000	1249.01	0.00e+00	0.865880	0.368000
chr15-99	chr15	65245640	65245790	-	466.3	0.582	1018.000000	5.61	0.00e+00	0.284656	0.535503
chr15-110	chr15	66790026	66790176	-	464.8	0.693	911.000000	48.25	0.00e+00	0.526953	0.486047
chr15-111	chr15	59397269	59397419	+	463.7	0.786	908.000000	1488.99	0.00e+00	0.502203	0.469027
chr15-112	chr15	40453194	40453344	+	461.2	0.867	902.000000	1794.89	0.00e+00	0.257559	0.585219
chr15-113	chr15	78799844	78799994	+	456.1	0.804	893.000000	14643.67	0.00e+00	0.479283	0.589247
chr15-114	chr15	100106121	100106271	+	454.5	0.755	893.000000	2918.88	0.00e+00	0.554556	0.340909
chr15-116	chr15	44580862	44581012	+	446.9	0.930	874.000000	161.67	0.00e+00	0.413043	0.658869
chr15-115	chr15	59186665	59186815	-	446.4	0.743	875.000000	26.65	0.00e+00	0.757656	0.604396
chr15-118	chr15	27112162	27112312	+	438.7	0.958	858.000000	210.23	0.00e+00	0.379717	0.427757
chr15-119	chr15	49447713	49447863	-	433.1	0.839	849.000000	9269.94	0.00e+00	0.446281	0.447761
chr15-120	chr15	65245991	65246141	-	427.4	0.691	849.000000	5.11	1.59e-302	0.322619	0.367311
chr15-121	chr15	78837996	78838146	+	426.9	0.949	835.000000	25.91	0.00e+00	0.795139	0.313559
chr15-117	chr15	52414771	52414921	-	421.8	0.954	859.000000	269.53	0.00e+00	0.921544	0.698413
chr15-123	chr15	58957293	58957443	-	420.3	0.973	823.000000	683.27	0.00e+00	0.972019	0.304348
chr15-122	chr15	71055705	71055855	-	419.8	0.878	826.000000	1497.56	0.00e+00	0.293706	0.574257
chr15-125	chr15	42135070	42135220	+	403.9	0.999	790.000000	8646.11	0.00e+00	1.000000	0.000000
chr15-128	chr15	75165632	75165782	-	403.4	0.241	789.000000	6476.38	0.00e+00	0.228137	0.433498
chr15-126	chr15	43785280	43785430	-	401.9	0.662	790.000000	748.03	0.00e+00	0.580153	0.684848
chr15-129	chr15	44119124	44119274	+	401.9	0.771	786.000000	3225.88	0.00e+00	0.449109	0.833718
chr15-127	chr15	64388125	64388275	+	401.9	0.906	789.000000	506.02	0.00e+00	0.788804	0.506024
chr15-131	chr15	89010860	89011010	+	401.9	0.871	786.000000	621.86	0.00e+00	0.550891	0.699717
chr15-134	chr15	80189270	80189420	-	397.8	0.881	778.000000	751.30	0.00e+00	0.456298	0.673759
chr15-124	chr15	93425983	93426133	+	397.8	0.967	823.000000	240.98	0.00e+00	0.890181	0.541176
chr15-130	chr15	69706574	69706724	+	397.3	0.480	786.000000	600.27	0.00e+00	0.389175	0.742616
chr15-132	chr15	55790501	55790651	-	395.7	0.395	780.000000	571.08	0.00e+00	0.201550	0.355987
chr15-133	chr15	29967118	29967268	+	391.1	0.957	778.000000	192.47	0.00e+00	0.947712	0.600000
chr15-135	chr15	34393998	34394148	-	382.4	0.791	751.000000	1045.08	0.00e+00	0.355228	0.690229
chr15-136	chr15	75932491	75932641	-	381.4	0.632	746.000000	2041.14	0.00e+00	0.470509	0.870886
chr15-137	chr15	41672287	41672437	+	361.0	0.920	706.000000	331.15	0.00e+00	0.743626	0.381215
chr15-140	chr15	78591877	78592027	-	348.2	0.512	682.000000	465.82	0.00e+00	0.447871	0.305851
chr15-142	chr15	73076000	73076150	-	344.6	0.630	674.000000	1770.37	0.00e+00	0.335312	0.477679
chr15-141	chr15	30114588	30114738	-	343.6	0.749	674.000000	94.49	0.00e+00	0.296131	0.289641
chr15-143	chr15	83735930	83736080	-	339.0	0.345	672.000000	613.20	0.00e+00	0.254518	0.630303
chr15-139	chr15	50773696	50773846	+	331.3	0.839	695.000000	76.26	0.00e+00	0.813586	0.635593
chr15-144	chr15	59191711	59191861	-	328.8	0.442	649.000000	56.30	0.00e+00	0.500000	0.359813
chr15-145	chr15	69076691	69076841	-	322.1	0.998	646.000000	108.02	0.00e+00	0.556439	0.749104
chr15-146	chr15	72668260	72668410	-	320.6	0.639	628.000000	1470.46	0.00e+00	0.476874	0.432927
chr15-147	chr15	49913169	49913319	+	317.5	0.248	623.000000	637.17	0.00e+00	0.191318	0.493042
chr15-148	chr15	63413986	63414136	+	317.0	0.984	621.000000	403.10	0.00e+00	0.553945	0.397112
chr15-149	chr15	89164510	89164660	+	309.8	0.839	606.000000	4974.25	0.00e+00	0.544554	0.677536
chr15-150	chr15	65321903	65322053	-	303.2	0.271	594.000000	927.15	0.00e+00	0.265203	0.613793
chr15-157	chr15	85197440	85197590	-	284.3	0.937	556.000000	122.11	0.00e+00	0.699640	0.491018
chr15-155	chr15	63481802	63481952	+	282.7	0.944	557.000000	741.10	0.00e+00	0.601227	0.112821
chr15-152	chr15	52201022	52201172	+	279.2	0.933	583.000000	52.49	0.00e+00	0.672222	0.485876
chr15-159	chr15	60771202	60771352	-	275.6	0.963	540.000000	1474.76	0.00e+00	0.212963	0.538824
chr15-156	chr15	65282175	65282325	-	270.0	0.904	556.000000	587.66	0.00e+00	0.571429	0.226667
chr15-161	chr15	93543662	93543812	+	268.9	0.479	532.000000	29.20	0.00e+00	0.559846	0.798246
chr15-163	chr15	52587904	52588054	-	268.4	0.684	527.000000	2298.33	0.00e+00	0.577143	0.684685
chr15-164	chr15	66585856	66586006	+	266.4	0.700	523.000000	111.44	0.00e+00	0.395393	0.660317
chr15-154	chr15	59186001	59186151	-	265.9	0.842	561.000000	15.84	0.00e+00	0.395722	0.477876
chr15-158	chr15	59981455	59981605	-	265.4	0.539	543.000000	209.09	0.00e+00	0.456480	0.587189
chr15-165	chr15	55611267	55611417	-	262.8	0.515	519.000000	290.97	0.00e+00	0.314961	0.577586
chr15-162	chr15	99670009	99670159	+	262.8	0.942	530.000000	48.99	0.00e+00	0.651416	0.312500
chr15-166	chr15	52312063	52312213	+	262.3	0.634	514.000000	20.34	0.00e+00	0.401559	0.540717
chr15-167	chr15	83419248	83419398	+	261.8	0.844	514.000000	820.03	0.00e+00	0.701172	0.418301
chr15-168	chr15	89745029	89745179	+	261.8	0.984	513.000000	216.91	0.00e+00	0.838207	0.277108
chr15-169	chr15	55611354	55611504	+	255.1	0.696	500.000000	520.12	0.00e+00	0.659319	0.276471
chr15-170	chr15	59500908	59501058	-	254.1	0.916	497.000000	179.32	0.00e+00	0.883300	0.396552
chr15-171	chr15	49338569	49338719	-	252.6	0.814	496.000000	2317.10	0.00e+00	0.418182	0.340278
chr15-175	chr15	66794999	66795149	-	246.4	0.955	482.000000	10.44	3.33e-304	0.921162	0.342105
chr15-174	chr15	59470550	59470700	-	244.9	0.929	482.000000	87.13	0.00e+00	0.548117	0.282407
chr15-177	chr15	35280395	35280545	-	242.9	0.729	476.000000	799.79	0.00e+00	0.397895	0.734266
chr15-176	chr15	93443478	93443628	+	242.9	0.824	477.000000	100.29	0.00e+00	0.753684	0.743590
chr15-160	chr15	57025615	57025765	-	241.8	0.855	534.000000	361.17	0.00e+00	0.674518	0.789474
chr15-178	chr15	89840947	89841097	+	240.3	0.996	470.000000	137.78	0.00e+00	0.910638	0.095238
chr15-173	chr15	26793036	26793186	-	237.2	0.897	482.000000	162.07	0.00e+00	0.809935	0.579545
chr15-179	chr15	93541689	93541839	+	234.7	0.528	468.000000	24.54	0.00e+00	0.401288	0.430108
chr15-180	chr15	89089764	89089914	-	234.2	0.800	459.000000	835.43	0.00e+00	0.277899	0.472727
chr15-153	chr15	72502094	72502244	-	233.1	0.616	572.000000	31.26	0.00e+00	0.569975	0.562130
chr15-181	chr15	44719764	44719914	+	232.1	0.919	457.000000	662.50	0.00e+00	0.667401	0.450331
chr15-182	chr15	74988291	74988441	-	231.1	0.636	453.000000	9893.78	0.00e+00	0.451327	0.407258
chr15-183	chr15	40226286	40226436	+	227.0	0.775	452.000000	711.12	0.00e+00	0.500000	0.319820
chr15-184	chr15	56207513	56207663	-	225.5	0.756	449.000000	87.75	0.00e+00	0.394558	0.606742
chr15-187	chr15	75628300	75628450	+	218.3	0.381	427.000000	539.22	0.00e+00	0.327869	0.393728
chr15-172	chr15	91044081	91044231	+	218.3	0.888	484.000000	50.43	0.00e+00	0.746631	0.585106
chr15-188	chr15	50647293	50647443	-	214.7	0.689	426.000000	641.40	0.00e+00	0.409524	0.588710
chr15-189	chr15	74495116	74495266	-	213.7	0.205	418.000000	70.20	0.00e+00	0.191176	0.658182
chr15-185	chr15	41709254	41709404	+	211.2	0.805	446.000000	502.23	0.00e+00	0.630000	0.533784
chr15-191	chr15	63569728	63569878	+	207.1	0.966	406.000000	3324.38	0.00e+00	0.564356	0.687500
chr15-190	chr15	30114240	30114390	-	205.0	0.624	407.000000	35.68	0.00e+00	0.125628	0.485632
chr15-192	chr15	75315874	75316024	+	205.0	0.995	401.000000	2393.85	0.00e+00	0.680798	0.851562
chr15-193	chr15	75494147	75494297	+	205.0	0.858	401.000000	1755.49	0.00e+00	0.857855	0.596491
chr15-194	chr15	75230332	75230482	-	204.0	0.553	400.000000	2381.91	0.00e+00	0.192893	0.701258
chr15-186	chr15	101817548	101817698	-	202.5	0.982	440.000000	123.83	0.00e+00	0.305882	0.216949
chr15-195	chr15	31196042	31196192	+	201.4	0.813	394.000000	784.02	0.00e+00	0.403553	0.676596
chr15-196	chr15	22892591	22892741	+	199.4	0.263	390.000000	8536.67	0.00e+00	0.261111	0.590226
chr15-197	chr15	66791709	66791859	-	196.3	0.998	385.000000	13.72	1.66e-284	0.895833	0.350000
chr15-198	chr15	49462403	49462553	+	194.8	0.971	381.000000	714.83	0.00e+00	0.235088	0.224771
chr15-199	chr15	64995340	64995490	-	194.8	0.929	381.000000	962.27	0.00e+00	0.900262	0.421053
chr15-200	chr15	75182317	75182467	+	193.8	0.711	379.000000	691.32	0.00e+00	0.467018	0.777228
chr15-202	chr15	93540460	93540610	+	190.7	0.933	377.000000	18.73	9.88e-324	0.930295	0.153846
chr15-201	chr15	99797892	99798042	+	187.1	0.803	379.000000	13.23	6.75e-266	0.811475	0.130435
chr15-203	chr15	72529800	72529950	-	186.6	0.981	365.000000	1843.72	0.00e+00	0.265928	0.483019
chr15-205	chr15	40583512	40583662	+	185.6	0.992	363.000000	23837.00	0.00e+00	1.000000	0.000000
chr15-206	chr15	72766595	72766745	+	181.5	0.789	355.000000	448.30	0.00e+00	0.698592	0.570093
chr15-208	chr15	50763819	50763969	+	180.0	0.890	352.000000	2568.30	0.00e+00	0.849432	0.735849
chr15-207	chr15	40331421	40331571	+	179.0	0.339	352.000000	1094.44	0.00e+00	0.277143	0.470356
chr15-211	chr15	69591203	69591353	+	177.9	0.966	348.000000	5713.00	0.00e+00	0.275862	0.686508
chr15-212	chr15	91035804	91035954	+	177.4	0.828	348.000000	58.43	0.00e+00	0.562290	0.376923
chr15-209	chr15	29560831	29560981	-	176.9	0.914	350.000000	187.77	0.00e+00	0.504348	0.713450
chr15-204	chr15	42783237	42783387	-	176.4	0.890	364.000000	1078.81	0.00e+00	0.246377	0.453846
chr15-213	chr15	91498045	91498195	+	176.4	0.781	347.000000	198.73	0.00e+00	0.356522	0.472973
chr15-214	chr15	63349157	63349307	+	174.9	0.594	346.000000	87.05	0.00e+00	0.304094	0.663866
chr15-216	chr15	75660874	75661024	-	174.9	0.673	342.000000	114.00	0.00e+00	0.637427	0.604839
chr15-215	chr15	72502706	72502856	-	174.3	0.819	346.000000	21.09	8.93e-313	0.730205	0.532609
chr15-217	chr15	91044469	91044619	+	174.3	0.988	341.000000	34.88	0.00e+00	0.910180	0.666667
chr15-218	chr15	60639609	60639759	+	171.3	0.718	337.000000	733.28	0.00e+00	0.202381	0.447761
chr15-220	chr15	82554960	82555110	-	170.8	0.659	334.000000	913.86	0.00e+00	0.374251	0.516746
chr15-210	chr15	27018107	27018257	-	169.7	0.862	348.000000	79.86	0.00e+00	0.548485	0.489933
chr15-223	chr15	50647606	50647756	+	167.2	0.834	327.000000	51.00	0.00e+00	0.278287	0.707627
chr15-222	chr15	91565761	91565911	-	165.1	0.450	328.000000	1060.52	0.00e+00	0.414861	0.798942
chr15-221	chr15	67357864	67358014	+	163.1	0.741	333.000000	69.83	0.00e+00	0.554859	0.661972
chr15-219	chr15	65425211	65425361	-	161.6	0.978	336.000000	90.22	0.00e+00	0.540426	0.351852
chr15-226	chr15	69452831	69452981	+	161.6	0.407	318.000000	4150.13	0.00e+00	0.238411	0.456522
chr15-228	chr15	99502785	99502935	+	156.5	0.974	308.000000	21.22	1.08e-281	0.385906	0.404372
chr15-230	chr15	41749951	41750101	+	154.9	0.947	303.000000	552.69	0.00e+00	0.360825	0.483871
chr15-224	chr15	60639647	60639797	-	154.4	0.851	327.000000	71.59	0.00e+00	0.919861	0.347826
chr15-229	chr15	59279818	59279968	+	153.9	0.815	307.000000	159.40	0.00e+00	0.218543	0.605932
chr15-227	chr15	60649358	60649508	-	153.4	0.997	317.000000	158.87	0.00e+00	0.996667	0.000000
chr15-232	chr15	71407734	71407884	+	151.9	0.983	298.000000	696.54	0.00e+00	0.147260	0.457831
chr15-225	chr15	63616554	63616704	-	151.3	0.701	324.000000	22.04	3.35e-277	0.672355	0.291667
chr15-233	chr15	80212063	80212213	-	150.8	0.983	295.000000	91.81	0.00e+00	0.983051	0.200000
chr15-235	chr15	81271631	81271781	-	149.3	0.716	293.000000	27.39	6.04e-300	0.498294	0.319728
chr15-231	chr15	66994548	66994698	+	147.3	0.450	299.000000	136.06	0.00e+00	0.327759	0.616915
chr15-236	chr15	83876537	83876687	-	146.7	0.701	288.000000	57.11	0.00e+00	0.636364	0.355769
chr15-234	chr15	76231315	76231465	+	144.2	0.993	294.000000	59.35	0.00e+00	0.996454	0.000000
chr15-243	chr15	74908120	74908270	+	142.1	0.775	279.000000	2607.90	0.00e+00	0.336918	0.767568
chr15-241	chr15	102192503	102192653	-	142.1	0.824	280.000000	1073.84	0.00e+00	0.487085	0.482014
chr15-239	chr15	67813898	67814048	-	141.1	0.815	280.000000	148.56	0.00e+00	0.344203	0.585635
chr15-240	chr15	72410668	72410818	+	139.6	0.595	280.000000	1493.92	0.00e+00	0.372694	0.500000
chr15-244	chr15	44109482	44109632	-	138.6	0.376	278.000000	63.11	0.00e+00	0.282700	0.376471
chr15-247	chr15	101142302	101142452	-	137.5	0.985	270.000000	2944.06	0.00e+00	0.304833	0.449198
chr15-249	chr15	30918199	30918349	+	137.0	0.290	268.000000	628.52	0.00e+00	0.223485	0.258537
chr15-245	chr15	50998241	50998391	-	135.0	0.970	278.000000	132.34	0.00e+00	0.708333	0.857143
chr15-252	chr15	77197607	77197757	-	134.5	0.822	267.000000	1918.93	0.00e+00	0.568702	0.530973
chr15-254	chr15	91509458	91509608	-	134.0	0.864	266.000000	183.03	0.00e+00	0.759542	0.539683
chr15-255	chr15	83804674	83804824	-	133.4	0.943	261.000000	97.94	0.00e+00	0.862069	0.500000
chr15-248	chr15	55649142	55649292	-	130.4	0.605	269.000000	5.98	5.06e-108	0.837989	0.655172
chr15-258	chr15	65869103	65869253	+	128.8	0.553	253.000000	39.12	5.89e-297	0.505319	0.440860
chr15-256	chr15	40294691	40294841	+	128.3	0.798	259.000000	140.87	0.00e+00	0.285714	0.577778
chr15-257	chr15	57998833	57998983	+	127.8	0.984	256.000000	156.35	0.00e+00	0.417969	0.315436
chr15-263	chr15	49281404	49281554	-	126.8	0.944	248.000000	153.64	0.00e+00	0.927419	0.222222
chr15-237	chr15	70960160	70960310	-	126.8	0.426	286.000000	6.67	5.03e-115	0.370536	0.283688
chr15-261	chr15	25684070	25684220	-	126.3	0.738	248.000000	242.08	0.00e+00	0.578947	0.576923
chr15-265	chr15	91478439	91478589	+	126.3	0.778	247.000000	1081.31	0.00e+00	0.753036	0.491803
chr15-264	chr15	52472048	52472198	-	125.8	0.955	247.000000	1794.89	0.00e+00	0.323887	0.598802
